date,caixa,deprec_e_amort,divida_bruta,ebit,lucro_liquido,patrimonio_liquido,qtd_acoes,receita_liquida,close_price,dividends,EBITDA,divida_liquida,LPA,VPA,P/L,P/EBITDA,P/VPA,DL/PL,DL/EBITDA,DL/EBIT,ROE,MARGEM_EBITDA,MARGEM_EBIT,MARGEM_LIQUIDA
2012-01-31,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.56999969482422,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.680067697236543,3.964935781727881e-07,0.9647215760027227,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-01,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.950000762939453,0.1773,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.829780196628741,4.0262577129765125e-07,0.9796420169415995,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-02,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.530000686645508,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.66430892182745,3.9584810197933577e-07,0.9631510466299917,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-03,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.610000610351562,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.695827224101238,3.97139085145707e-07,0.9662921802659868,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-06,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.860000610351562,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.794322012638778,4.0117341138805033e-07,0.9761082322397883,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-07,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,25.600000381469727,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,10.085866496535225,4.131150133718506e-07,1.0051637370953765,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-08,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,25.43000030517578,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,10.018890010271473,4.1037167029587847e-07,0.9984888187575703,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-09,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,25.5,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,10.046468430829089,4.1150127671902e-07,1.0012373013277494,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-10,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.5,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.258510122528769,3.7922666678027327e-07,0.9227088855373377,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-13,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.5,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.258510122528769,3.7922666678027327e-07,0.9227088855373377,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-14,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.209999084472656,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.144255807126534,3.745468335650111e-07,0.9113222293002721,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-15,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.100000381469727,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.100918611159825,3.7277175094841725e-07,0.907003217357362,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-16,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.8799991607666,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.408221870465365,3.853588291256699e-07,0.9376292515856813,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-17,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.049999237060547,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.475198356729116,3.88102172201642e-07,0.9443041699234876,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-23,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.920000076293945,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.42398139733006,3.8600433609858875e-07,0.9391998558489455,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-24,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.479999542236328,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.644609513246582,3.9504121826318716e-07,0.9611877913009115,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-27,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.350000381469727,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.593392553847526,3.929433821601339e-07,0.9560834772263693,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-28,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.329999923706055,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.585512790415178,3.926206286736745e-07,0.9552981750947372,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-02-29,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.309999465942383,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.57763302698283,3.9229787518721504e-07,0.9545128729631052,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-03-01,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.8799991607666,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.802201024615526,4.014961340950432e-07,0.9768934594808871,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-03-02,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,25.299999237060547,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.967672299416817,4.0827380341335866e-07,0.993384429792495,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-03-05,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,24.59000015258789,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.687947460668891,3.9681633165924755e-07,0.9655068781343548,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
2012-03-06,52555707.0,17739496.0,155554694.0,44228720.0,33109612.0,332223611.0,13044496930.0,244176142.0,23.75,0.0,61968216.0,102998987.0,2.5382053579892254,25.468487806221592,9.357004911066308,3.8326099302261663e-07,0.9325249375111392,0.31002909964758646,1.6621260647555192,2.32878064298492,0.09966062285681435,0.25378489271077104,0.18113448610388808,0.135597244385981
