date,caixa,deprec_e_amort,ebit,lucro_liquido,patrimonio_liquido,qtd_acoes,receita_liquida,close_price,dividends,EBITDA,LPA,VPA,P/L,P/EBITDA,P/VPA,ROE,MARGEM_EBITDA,MARGEM_EBIT,MARGEM_LIQUIDA
2012-01-31,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,15.991621017456055,0.005464,20419000.0,3.196281787842371,16.481525309301357,5.003194986838471,7.83173564692495e-07,0.9702755489767185,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-01,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.255720138549805,0.0,20419000.0,3.196281787842371,16.481525309301357,5.085821969884302,7.961075536779374e-07,0.9862994979825005,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-02,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.255720138549805,0.0,20419000.0,3.196281787842371,16.481525309301357,5.085821969884302,7.961075536779374e-07,0.9862994979825005,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-03,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.319467544555664,0.0,20419000.0,3.196281787842371,16.481525309301357,5.105766208295425,7.992295188087401e-07,0.9901673078368398,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-06,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.41964340209961,0.0,20419000.0,3.196281787842371,16.481525309301357,5.137107580612779,8.0413553073606e-07,0.9962453774125611,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-07,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.574459075927734,0.0,20419000.0,3.196281787842371,16.481525309301357,5.185543758679742,8.117174727424328e-07,1.0056386629806606,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-08,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.938732147216797,0.0,20419000.0,3.196281787842371,16.481525309301357,5.299511517303102,8.295573802447131e-07,1.0277405658357006,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-09,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.82489776611328,0.0,20419000.0,3.196281787842371,16.481525309301357,5.263896891103215,8.239824558554915e-07,1.0208337790567321,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-10,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.5289249420166,0.0,20419000.0,3.196281787842371,16.481525309301357,5.171297788851822,8.094874843046477e-07,1.0028759251237804,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-13,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.5289249420166,0.0,20419000.0,3.196281787842371,16.481525309301357,5.171297788851822,8.094874843046477e-07,1.0028759251237804,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-14,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.838558197021484,0.0,20419000.0,3.196281787842371,16.481525309301357,5.268170741725573,8.246514617278752e-07,1.0216626119864425,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-15,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.574459075927734,0.0,20419000.0,3.196281787842371,16.481525309301357,5.185543758679742,8.117174727424328e-07,1.0056386629806606,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-16,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.615440368652344,0.0,20419000.0,3.196281787842371,16.481525309301357,5.1983653105468175,8.13724490359584e-07,1.0081251617697915,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-17,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.692848205566406,0.0,20419000.0,3.196281787842371,16.481525309301357,5.2225833995803,8.175154613627703e-07,1.012821804553841,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-23,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.437856674194336,0.0,20419000.0,3.196281787842371,16.481525309301357,5.142805849195982,8.050275074290776e-07,0.9973504494100205,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-24,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.392322540283203,0.0,20419000.0,3.196281787842371,16.481525309301357,5.128559879368062,8.027975189912926e-07,0.9945877115531405,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-27,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.214738845825195,0.0,20419000.0,3.196281787842371,16.481525309301357,5.073000418017227,7.941005360607862e-07,0.9838129991933695,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-28,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.656421661376953,0.0,20419000.0,3.196281787842371,16.481525309301357,5.211186862413893,8.157315079767351e-07,1.0106116605589224,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-02-29,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.756595611572266,0.0,20419000.0,3.196281787842371,16.481525309301357,5.242527637991422,8.206374264935729e-07,1.0166896144081805,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-01,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.938732147216797,0.0,20419000.0,3.196281787842371,16.481525309301357,5.299511517303102,8.295573802447131e-07,1.0277405658357006,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-02,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.166404724121094,0.0,20419000.0,3.196281787842371,16.481525309301357,5.370741963182527,8.407074158441204e-07,1.0415543708465638,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-05,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.915966033935547,0.005464,20419000.0,3.196281787842371,16.481525309301357,5.292388830759055,8.284424327310616e-07,1.0263592547704923,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-06,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.34678840637207,0.0,20419000.0,3.196281787842371,16.481525309301357,5.114313909540142,8.005675305535075e-07,0.9918249736962604,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-07,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.688295364379883,0.0,20419000.0,3.196281787842371,16.481525309301357,5.221158981619455,8.172924905421364e-07,1.0125455654860922,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-08,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.221044540405273,0.0,20419000.0,3.196281787842371,16.481525309301357,5.387836768932137,8.433833459231731e-07,1.044869586838942,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-09,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.494251251220703,0.0,20419000.0,3.196281787842371,16.481525309301357,5.473313184639482,8.567633699603655e-07,1.0614461297066853,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-12,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.21649169921875,0.0,20419000.0,3.196281787842371,16.481525309301357,5.386412350971292,8.431603751025393e-07,1.0445933477711928,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-13,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.41684341430664,0.0,20419000.0,3.196281787842371,16.481525309301357,5.449095095606,8.529723989571792e-07,1.0567494869226355,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-14,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.485143661499023,0.0,20419000.0,3.196281787842371,16.481525309301357,5.470463751977968,8.563173349086157e-07,1.0608935358447238,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-15,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.517017364501953,0.0,20419000.0,3.196281787842371,16.481525309301357,5.48043587118353,8.57878317474017e-07,1.0628274407718936,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-16,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.57621192932129,0.0,20419000.0,3.196281787842371,16.481525309301357,5.4989556916338085,8.607773117841858e-07,1.066419011558484,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-19,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.57621192932129,0.0,20419000.0,3.196281787842371,16.481525309301357,5.4989556916338085,8.607773117841858e-07,1.066419011558484,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-20,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.26658058166504,0.0,20419000.0,3.196281787842371,16.481525309301357,5.402083335499881,8.456134277714402e-07,1.0476324404222852,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-21,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,17.166404724121094,0.0,20419000.0,3.196281787842371,16.481525309301357,5.370741963182527,8.407074158441204e-07,1.0415543708465638,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-22,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.688295364379883,0.0,20419000.0,3.196281787842371,16.481525309301357,5.221158981619455,8.172924905421364e-07,1.0125455654860922,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-23,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.5289249420166,0.0,20419000.0,3.196281787842371,16.481525309301357,5.171297788851822,8.094874843046477e-07,1.0028759251237804,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-26,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.820344924926758,0.0,20419000.0,3.196281787842371,16.481525309301357,5.26247247314237,8.237594850348576e-07,1.0205575399889832,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
2012-03-27,401480000.0,2168000.0,18251000.0,14610000.0,75336000.0,4570936159.5,103601000.0,16.834003448486328,0.0,20419000.0,3.196281787842371,16.481525309301357,5.2667457270249045,8.244283974967593e-07,1.0213862571922303,0.19393118827652117,0.19709269215548111,0.176166253221494,0.1410218048088339
